2023,04,100,404-555-1000,24.40,115,323
2023,04,101,404-555-1001,69.87,289,77
2023,04,102,404-555-1002,15.72,110,827
2023,04,103,404-555-1003,34.72,183,328
2023,04,104,404-555-1004,18.39,926,438
2023,04,105,404-555-1005,9.03,136,785
2023,04,106,404-555-1006,94.82,526,198
2023,04,107,404-555-1007,60.78,157,22
2023,04,108,404-555-1008,74.80,533,926
2023,04,109,404-555-1009,24.58,508,850
2023,04,110,404-555-1010,76.61,994,741
2023,04,111,404-555-1011,63.62,654,234
2023,04,112,404-555-1012,72.90,436,21
2023,04,113,404-555-1013,91.66,350,441
2023,04,114,404-555-1014,31.76,318,16
2023,04,115,404-555-1015,25.31,177,307
2023,04,116,404-555-1016,98.10,174,945
2023,04,117,404-555-1017,73.27,389,379
2023,04,118,404-555-1018,26.98,477,904
2023,04,119,404-555-1019,11.97,181,572
2023,04,120,404-555-1020,10.77,675,988
2023,04,121,404-555-1021,21.32,614,429
2023,04,122,404-555-1022,70.67,777,132
2023,04,123,404-555-1023,77.84,436,726
2023,04,124,404-555-1024,83.58,384,51
2023,04,125,404-555-1025,81.99,985,457
2023,04,126,404-555-1026,29.92,556,576
2023,04,127,404-555-1027,96.18,251,429
2023,04,128,404-555-1028,12.11,918,105
2023,04,129,404-555-1029,70.71,284,717
2023,04,130,404-555-1030,1.65,499,323
2023,04,131,404-555-1031,5.67,963,133
2023,04,132,404-555-1032,4.52,884,968
2023,04,133,404-555-1033,74.04,216,148
2023,04,134,404-555-1034,10.09,611,628
2023,04,135,404-555-1035,28.18,975,853
2023,04,136,404-555-1036,66.64,79,620
2023,04,137,404-555-1037,93.54,565,357
2023,04,138,404-555-1038,57.53,819,786
2023,04,139,404-555-1039,4.68,59,665
2023,04,140,404-555-1040,92.19,136,43
2023,04,141,404-555-1041,28.02,35,135
2023,04,142,404-555-1042,74.00,552,478
2023,04,143,404-555-1043,15.88,486,717
2023,04,144,404-555-1044,50.01,556,124
2023,04,145,404-555-1045,54.25,352,991
2023,04,146,404-555-1046,41.60,192,703
2023,04,147,404-555-1047,75.96,747,348
2023,04,148,404-555-1048,0.83,775,508
2023,04,149,404-555-1049,5.74,184,913
2023,04,150,404-555-1050,31.39,805,681
2023,04,151,404-555-1051,76.67,498,233
2023,04,152,404-555-1052,28.24,587,128
2023,04,153,404-555-1053,7.16,389,634
2023,04,154,404-555-1054,4.42,234,737
2023,04,155,404-555-1055,96.10,38,53
2023,04,156,404-555-1056,99.32,110,610
2023,04,157,404-555-1057,25.85,979,639
2023,04,158,404-555-1058,36.30,804,512
2023,04,159,404-555-1059,97.90,786,486
2023,04,160,404-555-1060,79.21,7,746
2023,04,161,404-555-1061,79.88,864,127
2023,04,162,404-555-1062,17.44,719,786
2023,04,163,404-555-1063,21.65,981,104
2023,04,164,404-555-1064,74.16,929,367
2023,04,165,404-555-1065,54.32,630,891
2023,04,166,404-555-1066,23.96,1,819
2023,04,167,404-555-1067,89.71,111,421
2023,04,168,404-555-1068,17.31,385,452
2023,04,169,404-555-1069,38.33,205,878
2023,04,170,404-555-1070,9.67,876,183
2023,04,171,404-555-1071,28.80,16,247
2023,04,172,404-555-1072,99.25,242,770
2023,04,173,404-555-1073,97.93,536,97
2023,04,174,404-555-1074,23.91,516,620
2023,04,175,404-555-1075,70.65,284,918
2023,04,176,404-555-1076,76.33,273,477
2023,04,177,404-555-1077,43.26,19,398
2023,04,178,404-555-1078,48.93,40,389
2023,04,179,404-555-1079,64.35,36,973
2023,04,180,404-555-1080,20.69,891,407
2023,04,181,404-555-1081,61.31,920,533
2023,04,182,404-555-1082,81.23,301,525
2023,04,183,404-555-1083,6.51,492,534
2023,04,184,404-555-1084,47.30,131,963
2023,04,185,404-555-1085,49.17,948,491
2023,04,186,404-555-1086,61.33,741,309
2023,04,187,404-555-1087,93.80,204,606
2023,04,188,404-555-1088,19.15,40,816
2023,04,189,404-555-1089,61.70,426,215
2023,04,190,404-555-1090,15.71,375,186
2023,04,191,404-555-1091,86.96,534,619
2023,04,192,404-555-1092,80.54,539,482
2023,04,193,404-555-1093,47.86,506,271
2023,04,194,404-555-1094,91.80,367,991
2023,04,195,404-555-1095,75.95,772,25
2023,04,196,404-555-1096,49.02,231,390
2023,04,197,404-555-1097,88.56,70,623
2023,04,198,404-555-1098,93.79,598,116
2023,04,199,404-555-1099,72.92,627,331
2023,04,200,404-555-1100,46.25,50,370
2023,04,201,404-555-1101,18.87,115,739
2023,04,202,404-555-1102,14.50,164,673
2023,04,203,404-555-1103,71.71,503,318
2023,04,204,404-555-1104,11.74,48,222
2023,04,205,404-555-1105,47.88,543,514
2023,04,206,404-555-1106,80.35,321,210
2023,04,207,404-555-1107,80.79,580,729
2023,04,208,404-555-1108,4.65,975,356
2023,04,209,404-555-1109,18.62,348,203
2023,04,210,404-555-1110,4.65,675,144
2023,04,211,404-555-1111,7.55,719,856
2023,04,212,404-555-1112,0.96,53,199
2023,04,213,404-555-1113,42.55,521,580
2023,04,214,404-555-1114,75.66,57,504
2023,04,215,404-555-1115,86.70,439,776
2023,04,216,404-555-1116,65.29,223,835
2023,04,217,404-555-1117,19.23,440,717
2023,04,218,404-555-1118,83.04,486,883
2023,04,219,404-555-1119,60.79,188,621
2023,04,220,404-555-1120,59.00,692,769
2023,04,221,404-555-1121,11.58,928,516
2023,04,222,404-555-1122,28.85,248,883
2023,04,223,404-555-1123,35.68,386,303
2023,04,224,404-555-1124,15.74,782,189
2023,04,225,404-555-1125,96.44,537,299
2023,04,226,404-555-1126,41.20,904,166
2023,04,227,404-555-1127,15.40,474,338
2023,04,228,404-555-1128,8.41,361,551
2023,04,229,404-555-1129,81.34,606,988
2023,04,230,404-555-1130,51.74,788,162
2023,04,231,404-555-1131,26.87,974,300
2023,04,232,404-555-1132,72.01,892,66
2023,04,233,404-555-1133,63.50,531,829
2023,04,234,404-555-1134,48.51,296,388
2023,04,235,404-555-1135,52.71,334,72
2023,04,236,404-555-1136,67.86,989,356
2023,04,237,404-555-1137,72.07,100,391
2023,04,238,404-555-1138,35.91,11,669
2023,04,239,404-555-1139,15.92,964,345
2023,04,240,404-555-1140,47.56,362,211
2023,04,241,404-555-1141,55.26,831,160
2023,04,242,404-555-1142,32.90,957,290
2023,04,243,404-555-1143,91.44,240,899
2023,04,244,404-555-1144,29.39,698,448
2023,04,245,404-555-1145,52.17,390,90
2023,04,246,404-555-1146,2.76,445,0
2023,04,247,404-555-1147,30.89,537,835
2023,04,248,404-555-1148,53.62,490,147
2023,04,249,404-555-1149,83.29,788,947
2023,04,250,404-555-1150,14.10,40,89
2023,04,251,404-555-1151,75.98,313,294
2023,04,252,404-555-1152,63.76,213,427
2023,04,253,404-555-1153,41.48,723,740
2023,04,254,404-555-1154,88.86,525,383
2023,04,255,404-555-1155,36.87,411,310
2023,04,256,404-555-1156,31.75,251,392
2023,04,257,404-555-1157,8.39,678,814
2023,04,258,404-555-1158,52.30,94,787
2023,04,259,404-555-1159,30.82,461,49
2023,04,260,404-555-1160,31.74,907,191
2023,04,261,404-555-1161,32.78,569,614
2023,04,262,404-555-1162,89.26,161,665
2023,04,263,404-555-1163,8.27,692,171
2023,04,264,404-555-1164,79.27,548,913
2023,04,265,404-555-1165,12.47,282,834
2023,04,266,404-555-1166,56.23,907,803
2023,04,267,404-555-1167,51.91,872,315
2023,04,268,404-555-1168,12.85,261,960
2023,04,269,404-555-1169,28.26,443,804
2023,04,270,404-555-1170,48.32,654,480
2023,04,271,404-555-1171,75.37,149,555
2023,04,272,404-555-1172,59.97,693,767
2023,04,273,404-555-1173,96.13,558,428
2023,04,274,404-555-1174,72.33,321,64
2023,04,275,404-555-1175,93.80,531,672
2023,04,276,404-555-1176,17.86,77,726
2023,04,277,404-555-1177,74.52,157,362
2023,04,278,404-555-1178,1.11,29,142
2023,04,279,404-555-1179,4.41,420,482
2023,04,280,404-555-1180,96.26,154,375
2023,04,281,404-555-1181,82.53,221,26
2023,04,282,404-555-1182,51.55,104,690
2023,04,283,404-555-1183,33.00,423,533
2023,04,284,404-555-1184,28.80,855,328
2023,04,285,404-555-1185,25.71,101,409
2023,04,286,404-555-1186,29.45,113,168
2023,04,287,404-555-1187,46.61,701,909
2023,04,288,404-555-1188,14.11,896,461
2023,04,289,404-555-1189,71.23,79,820
2023,04,290,404-555-1190,61.73,755,850
2023,04,291,404-555-1191,44.45,848,24
2023,04,292,404-555-1192,8.75,817,697
2023,04,293,404-555-1193,70.25,683,721
2023,04,294,404-555-1194,3.97,583,150
2023,04,295,404-555-1195,53.22,579,381
2023,04,296,404-555-1196,59.80,246,505
2023,04,297,404-555-1197,58.72,379,661
2023,04,298,404-555-1198,82.13,930,524
2023,04,299,404-555-1199,18.85,74,946

